"ID","workplace.belonging_1","workplace.belonging_2","workplace.belonging_3","workplace.belonging_4","workplace.belonging_5","workplace.belonging_6","biology.belonging_1","biology.belonging_2","biology.belonging_3","biology.belonging_4","biology.belonging_5","biology.belonging_6","climate_campus","climate_dept","climate_lab","climate_student","climate_teach","gender","race","lgbtq","lgbtq.discrim._1","lgbtq.discrim._2","lgbtq.discrim._3","lgbtq.discrim._4","lgbtq.climate_1","lgbtq.climate_2","lgbtq.climate_3","lgbtq.climate_4","lgbtq.climate_5","lgbtq.climate_6","lgbtq.climate2_1","lgbtq.climate2_2","lgbtq.climate2_3","lgbtq.climate2_4","lgbtq.climate2_5","lgbtq.climate2_6","lbtq.climate3_1","lbtq.climate3_2","lbtq.climate3_3","lbtq.climate3_4","lbtq.climate3_5","lbtq.climate3_6","lbtq.climate3_7","lbtq.climate3_8","outness_friends","outness_immediatefam","outness_extendedfam","outness_coworkers","outness_lab","outness_gradcourse","outness_undergrads","outness_broadly","personal_eb_work","personal_eb_outside","other_eb","workplace_sob_mean","biology_sob_mean","workplace_fom_mean","biology_fom_mean","lgbtq.discrim_mean","climate_inclusion_mean","climate_exclusion_mean","race2","gender2","lgbtq2","lgbq","tgnc","job2","region"
631,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",3,6,6,6,5,1,4,4,4,2,5,2,1,1,5,4,1,4,2,4,4,2,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","yes","yes",10,10,10,10,5.25,4.25,1.5,"white","woman","yes","yes","no","faculty","westUS"
633,6,6,6,6,3,4,5,5,5,6,9,9,"comfortable","comfortable","comfortable","comfortable","comfortable","Woman","White","Yes",1,1,1,1,4,2,2,3,1,2,4,3,3,4,4,4,2,3,2,4,4,4,2,4,"Out","Out","Out to most","Out to most","Out","Not out","Not out",NA,"no","no","no",6,5,4.33333333333333,8,1,3.25,2.75,"white","woman","yes","yes","no","grad_student","westUS"
634,10,10,10,10,10,7,9,10,10,10,10,7,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",4,7,6,4,4,2,5,4,4,1,4,3,3,1,5,5,2,3,2,5,4,1,5,5,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","no",10,9.66666666666667,9,9,5.25,4.41666666666667,1.875,"white","woman","yes","yes","no","faculty","northeastUS"
635,10,9,9,10,10,9,9,10,10,9,10,8,"comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","Yes",2,5,3,3,5,2,4,3,4,2,4,2,2,2,5,3,3,3,2,4,3,3,4,4,"Out","Out","Out","Out","Out","Out",NA,"Out","no","no","no",9.33333333333333,9.66666666666667,9.66666666666667,9,3.25,3.83333333333333,2.25,"white","man","yes","yes","no","faculty","northeastUS"
636,10,10,10,9,9,9,8,9,8,8,9,9,"comfortable","comfortable","very comfortable","comfortable",NA,"Man","Hispanic, Latin*, or Spanish origin","Yes",3,2,3,1,4,2,4,4,4,2,5,4,2,1,5,4,1,4,1,5,5,1,5,5,"Out","Out","Out to most","Out to most","Out",NA,NA,"Out","no","no","no",10,8.33333333333333,9,8.66666666666667,2.25,4.5,1.75,"latinx","man","yes","yes","yes","grad_student","westUS"
637,5,4,4,4,4,3,7,7,7,7,7,8,"uncomfortable","neutral","very comfortable",NA,"neutral","Woman","White","Yes",2,3,2,3,3,4,2,2,2,3,2,4,4,3,3,2,3,2,2,2,2,3,3,4,"Out","Out","Out","Out","Out","Out","Out","Out to most","no","no","yes",4.33333333333333,7,3.66666666666667,7.33333333333333,2.5,2.41666666666667,3.25,"white","woman","yes","yes","no","staff","southwestUS"
638,8,8,8,8,8,5,8,8,8,10,9,10,"comfortable","comfortable","very comfortable","comfortable","comfortable","Woman","White","Yes",2,4,5,2,4,3,4,4,3,1,4,4,2,1,5,3,2,4,2,4,4,2,4,4,"Out","Out","Out to most","Out to most","Out",NA,"Out","Out","no","no","no",8,8,7,9.66666666666667,3.25,3.91666666666667,2.125,"white","woman","yes","yes","no","grad_student","southwestUS"
639,8,8,8,8,8,8,4,6,4,7,7,8,"neutral","comfortable","very comfortable",NA,"very comfortable","Non-binary or gender fluid","White","Yes",1,1,1,1,4,1,4,4,2,2,4,3,2,2,4,4,2,3,2,4,4,3,4,4,"Out","Out to some","Out to some","Out","Out","Out","Out","Out","yes","yes","yes",8,4.66666666666667,8,7.33333333333333,1,3.75,2.125,"white","nonbinary/genderfluid","yes","yes","yes","faculty","northeastUS"
640,5,5,7,7,7,7,6,7,7,8,6,5,"comfortable","neutral","very comfortable",NA,"comfortable","Non-binary or gender fluid","White","Yes",1,1,2,1,2,1,3,4,4,2,4,5,2,1,4,3,1,2,2,3,4,5,4,3,"Out","Out","Out","Out","Out","Out","Out","Out","yes","yes","yes",5.66666666666667,6.66666666666667,7,6.33333333333333,1.25,3.33333333333333,2.375,"white","nonbinary/genderfluid","yes","yes","yes","faculty","westUS"
641,8,7,7,7,7,5,8,7,8,8,8,8,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","Yes",3,5,3,3,4,2,2,4,1,1,4,3,2,1,5,4,2,4,2,4,4,3,2,3,"Out","Out to most","Out to some","Out to most","Out","Out to most","Out to most","Out","no","no","yes",7.33333333333333,7.66666666666667,6.33333333333333,8,3.5,3.41666666666667,2,"white","woman","yes","yes","no","other","southwestUS"
642,4,4,4,6,6,8,3,4,4,6,NA,NA,"neutral","neutral","comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4,3.66666666666667,6.66666666666667,6,NA,NA,NA,"white","man","no",NA,NA,"faculty","westUS"
643,6,6,6,8,7,6,7,7,7,7,8,5,"comfortable","neutral","uncomfortable","comfortable","comfortable","Woman","White","Yes",3,4,3,3,4,2,3,3,3,3,3,4,3,2,3,4,3,3,2,3,3,2,3,3,"Out","Out","Out","Out","Out",NA,NA,NA,"decline","no","yes",6,7,7,6.66666666666667,3.25,3.16666666666667,2.625,"white","woman","yes","yes","no","grad_student","westUS"
644,6,6,4,6,4,3,6,6,6,7,7,8,"comfortable","neutral","comfortable",NA,"uncomfortable","Man","White","Yes",1,1,2,1,3,2,2,3,2,3,3,4,4,4,4,3,3,2,3,2,2,4,2,2,"Out","Out","Out","Out","Out","Out","Out","Out","yes","yes","yes",5.33333333333333,6,4.33333333333333,7.33333333333333,1.25,2.5,3.375,"white","man","yes","yes","yes","grad_student","westUS"
645,3,4,2,5,2,6,6,6,6,9,10,5,"comfortable",NA,"neutral","comfortable","very comfortable","Woman","Hispanic, Latin*, or Spanish origin","Yes",3,6,4,2,4,2,3,4,3,2,4,3,4,2,4,3,2,4,2,4,4,2,3,4,"Out","Out","Out","Out","Out",NA,NA,"Out","no","no","yes",3,6,4.33333333333333,8,3.75,3.66666666666667,2.375,"latinx","woman","yes","yes","no","grad_student","outsideUS"
646,8,8,8,7,8,5,8,8,8,8,8,7,"comfortable","comfortable","very comfortable",NA,"comfortable","Woman","White","Yes",6,5,5,5,4,2,4,3,4,2,4,4,4,2,5,3,3,2,2,2,3,3,4,3,"Out","Out","Out","Out","Out","Out","Out to most","Out","no","no","no",8,8,6.66666666666667,7.66666666666667,5.25,3.41666666666667,2.75,"white","woman","yes","yes",NA,"faculty","southeastUS"
647,8,8,8,8,8,9,7,7,6,7,7,5,"very comfortable","comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,6.66666666666667,8.33333333333333,6.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","southeastUS"
648,0,0,0,0,0,0,5,5,5,5,5,5,"very uncomfortable","very uncomfortable","very comfortable",NA,"neutral","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,5,0,5,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southwestUS"
649,10,10,10,10,10,9,9,8,9,10,10,10,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8.66666666666667,9.66666666666667,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
650,8,8,8,6,6,6,8,8,8,10,10,10,"uncomfortable","uncomfortable","very comfortable",NA,"neutral","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,8,6,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
652,10,10,10,10,10,10,5,5,5,5,5,9,"very comfortable","comfortable","very comfortable","very comfortable",NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,5,10,6.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"grad_student","southwestUS"
653,8,8,8,8,8,9,3,3,3,3,2,1,"comfortable",NA,"comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,3,8.33333333333333,2,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
654,10,10,10,7,7,3,5,5,5,5,6,5,"very comfortable","very comfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,5,5.66666666666667,5.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
655,8,7,7,8,7,8,7,7,7,7,7,7,"neutral","uncomfortable","very comfortable",NA,NA,"Man","More than one race/ethnicity","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.33333333333333,7,7.66666666666667,7,NA,NA,NA,"other","man","no",NA,NA,"postdoc","midwestUS"
656,9,9,9,7,7,4,10,10,10,8,10,10,"very comfortable","very comfortable",NA,NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,10,6,9.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
657,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,NA,"Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","woman","no",NA,NA,"postdoc",NA
658,9,9,9,9,10,9,9,9,9,9,9,9,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9,9.33333333333333,9,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","northeastUS"
659,10,10,10,10,10,10,10,10,10,10,10,10,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,NA,"decline",NA,NA,NA,"faculty","southeastUS"
660,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable","comfortable","comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"asian","man","no",NA,NA,"grad_student","outsideUS"
661,0,0,0,0,0,0,2,2,2,6,6,6,"very uncomfortable","very uncomfortable","very uncomfortable",NA,"neutral","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",0,2,0,6,NA,NA,NA,"white","woman","no",NA,NA,"faculty",NA
662,3,4,2,3,3,2,3,4,2,3,6,6,"comfortable","uncomfortable","very comfortable",NA,"very comfortable","Man","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3,3,2.66666666666667,5,NA,NA,NA,NA,"man",NA,NA,NA,"faculty","westUS"
663,10,10,10,10,10,7,7,7,8,8,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Other (please describe)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,7.33333333333333,9,9.33333333333333,NA,NA,NA,"other","man","no",NA,NA,"faculty","southeastUS"
664,10,10,10,10,10,10,10,10,10,10,10,10,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,10,10,10,10,10,8,8,8,8,10,10,5,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,9.33333333333333,8.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
667,8,8,8,6,6,4,5,5,5,6,6,8,"neutral","comfortable",NA,NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,5,5.33333333333333,6.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","westUS"
668,9,9,9,9,8,7,7,7,9,7,9,8,"comfortable","comfortable","comfortable",NA,"comfortable","Man","White","Yes",5,5,6,5,4,2,3,4,3,2,4,3,3,3,4,3,3,3,3,3,4,2,3,4,"Out to most","Out to some","Out to a few","Out","Out to most","Out to some","Out to some","Out to most","no","no","no",9,7.66666666666667,8,8,5.25,3.5,2.625,"white","man","yes","yes","no","staff","northeastUS"
669,8,8,9,8,8,7,8,7,8,7,8,9,"comfortable","comfortable","comfortable","uncomfortable","uncomfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,7.66666666666667,7.66666666666667,8,NA,NA,NA,"asian","man","no",NA,NA,"grad_student","outsideUS"
670,10,10,10,10,8,9,8,8,8,9,9,7,"very comfortable","comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,9,8.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","northeastUS"
671,1,1,2,1,1,1,3,6,6,4,7,5,"uncomfortable","very uncomfortable","comfortable",NA,"neutral","Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",1.33333333333333,5,1,5.33333333333333,NA,NA,NA,"latinx","woman","no",NA,NA,"faculty","southeastUS"
672,7,8,8,9,7,8,5,5,5,5,7,8,"very comfortable","very comfortable","comfortable",NA,NA,"Woman","Decline to state","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,5,8,6.66666666666667,NA,NA,NA,NA,"woman","no",NA,NA,"staff","northeastUS"
673,5,8,6,6,4,3,8,9,9,9,10,10,"neutral","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,8.66666666666667,4.33333333333333,9.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
674,9,9,9,8,8,8,8,8,8,8,8,8,"very comfortable","very comfortable","very comfortable","very comfortable","very comfortable","Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,8,8,8,NA,NA,NA,NA,"decline",NA,NA,NA,"faculty","northeastUS"
675,9,10,10,10,10,7,9,9,9,9,10,5,"comfortable","comfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9.66666666666667,9,9,8,NA,NA,NA,"white","woman","no",NA,NA,"faculty","midwestUS"
676,7,8,8,7,8,9,10,10,10,10,10,10,"very comfortable","comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",7.66666666666667,10,8,10,NA,NA,NA,"white","man","no",NA,NA,"grad_student","northeastUS"
677,2,5,4,1,4,3,5,5,8,8,8,5,"uncomfortable","uncomfortable","very comfortable",NA,"very comfortable","Decline to state","Decline to state","Decline to state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3.66666666666667,6,2.66666666666667,7,NA,NA,NA,NA,"decline",NA,NA,NA,"faculty","southeastUS"
678,8,9,10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,"Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,10,10,10,NA,NA,NA,"asian","woman","no",NA,NA,"industry","outsideUS"
680,7,9,9,6,6,4,9,9,9,9,9,9,"uncomfortable","uncomfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,9,5.33333333333333,9,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
681,6,7,7,7,7,7,5,5,5,5,5,5,"comfortable","uncomfortable","very comfortable",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.66666666666667,5,7,5,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
682,8,9,9,7,8,7,7,7,7,7,7,7,"comfortable","comfortable",NA,NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,7,7.33333333333333,7,NA,NA,NA,"white","woman","no",NA,NA,"staff","southeastUS"
683,10,10,10,10,10,7,10,10,10,10,10,9,"comfortable","very comfortable","very comfortable",NA,"comfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,9,9.66666666666667,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","northeastUS"
684,4,3,4,5,8,3,6,7,7,7,8,10,"neutral","neutral","very comfortable",NA,"comfortable","Man","White","Yes",3,3,3,3,3,2,2,3,2,2,3,4,3,3,5,3,2,3,3,4,3,4,4,4,"Out","Out","Out","Out","Out","Out","Out","Out","no","no","yes",3.66666666666667,6.66666666666667,5.33333333333333,8.33333333333333,3,3.25,2.875,"white","man","yes","yes","no","faculty","southeastUS"
685,8,8,8,8,8,8,10,10,10,10,10,10,"neutral","very comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,10,8,10,NA,NA,NA,"white","woman","no",NA,NA,"faculty","outsideUS"
686,5,5,5,5,5,5,5,5,5,5,5,5,"comfortable","comfortable","comfortable","comfortable","comfortable","Woman","Black or African American","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,5,5,5,NA,NA,NA,"other","woman","no",NA,NA,"grad_student",NA
687,8,8,8,8,8,3,6,6,6,10,10,8,"neutral","comfortable","very comfortable",NA,"comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,6,6.33333333333333,9.33333333333333,NA,NA,NA,"white","woman","no",NA,NA,"faculty","southeastUS"
688,3,3,3,2,8,5,10,10,10,8,10,5,"neutral","uncomfortable","very comfortable",NA,"comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",3,10,5,7.66666666666667,NA,NA,NA,"white","man","no",NA,NA,"staff","outsideUS"
689,9,8,9,6,6,5,8,7,7,5,3,4,"neutral","comfortable","comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.66666666666667,7.33333333333333,5.66666666666667,4,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
690,4,4,4,0,0,0,8,10,10,10,5,5,"very uncomfortable","very uncomfortable","very uncomfortable",NA,"very uncomfortable","Woman","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4,9.33333333333333,0,6.66666666666667,NA,NA,NA,"asian","woman","no",NA,NA,"faculty","midwestUS"
691,10,10,10,10,10,10,10,10,10,10,10,10,"very comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,10,10,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
692,9,9,9,6,7,5,9,9,9,9,9,9,"comfortable","comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",9,9,6,9,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
693,6,4,4,6,2,1,10,10,10,8,10,5,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","Asian","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",4.66666666666667,10,3,7.66666666666667,NA,NA,NA,"asian","man","no",NA,NA,"faculty","westUS"
694,6,9,8,6,6,4,9,9,9,9,9,9,"comfortable",NA,"uncomfortable",NA,NA,"Decline to state","Hispanic, Latin*, or Spanish origin","Yes",3,3,5,4,4,2,4,4,4,2,4,3,2,2,4,4,1,4,2,4,4,2,4,4,"Out","Out","Not out","Out","Out",NA,NA,"Out","no","no","yes",7.66666666666667,9,5.33333333333333,9,3.75,4,2,"latinx","decline","yes","yes","yes","grad_student","midwestUS"
695,10,10,10,10,10,8,8,8,8,10,10,9,"comfortable","very comfortable",NA,NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,8,9.33333333333333,9.66666666666667,NA,NA,NA,"white","woman","no",NA,NA,"faculty","northeastUS"
697,10,10,10,9,9,7,10,10,10,10,10,8,"very comfortable","comfortable","very comfortable",NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",10,10,8.33333333333333,9.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"grad_student","northeastUS"
698,8,8,9,10,10,7,10,10,10,10,10,10,"comfortable","comfortable","very comfortable",NA,NA,"Woman","Hispanic, Latin*, or Spanish origin","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8.33333333333333,10,9,10,NA,NA,NA,"latinx","woman","no",NA,NA,"staff",NA
699,7,6,6,5,5,3,4,4,5,5,5,2,"neutral","comfortable","neutral",NA,"very comfortable","Woman","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",6.33333333333333,4.33333333333333,4.33333333333333,4,NA,NA,NA,"white","woman","no",NA,NA,"faculty","westUS"
700,7,8,9,7,8,6,7,7,7,8,9,8,"comfortable","very comfortable","very comfortable",NA,"very comfortable","Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",8,7,7,8.33333333333333,NA,NA,NA,"white","man","no",NA,NA,"faculty","midwestUS"
701,5,5,5,5,5,5,8,8,8,8,8,5,NA,NA,NA,NA,NA,"Man","White","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","",5,8,5,7,NA,NA,NA,"white","man","no",NA,NA,"faculty","outsideUS"
